Area_name,STCOU,POP010130F,POP010130D,POP010130N1,POP010130N2,POP010140F,POP010140D,POP010140N1,POP010140N2,POP010150F,POP010150D,POP010150N1,POP010150N2,POP010160F,POP010160D,POP010160N1,POP010160N2,POP010170F,POP010170D,POP010170N1,POP010170N2,POP010180F,POP010180D,POP010180N1,POP010180N2,POP010190F,POP010190D,POP010190N1,POP010190N2,POP010200F,POP010200D,POP010200N1,POP010200N2,POP010210F,POP010210D,POP010210N1,POP010210N2,POP020170F,POP020170D,POP020170N1,POP020170N2
"Hernando, FL",12053,0,4948,0000,0000,0,5641,0000,0000,0,6693,0000,0000,0,11205,0000,0000,0,17004,0000,0000,0,44469,0000,0000,0,101115,0000,0000,0,130802,0000,0000,0,172778,0000,0000,0,17004,0000,0000
"Highlands, FL",12055,0,9192,0000,0000,0,9246,0000,0000,0,13636,0000,0000,0,21338,0000,0000,0,29507,0000,0000,0,47526,0000,0000,0,68432,0000,0000,0,87366,0000,0000,0,98786,0000,0000,0,29507,0000,0000
"Hillsborough, FL",12057,0,153519,0000,0000,0,180148,0000,0000,0,249894,0000,0000,0,397788,0000,0000,0,490265,0000,0000,0,646960,0000,0000,0,834054,0000,0000,0,998948,0000,0000,0,1229226,0000,0000,0,490265,0000,0000
"Holmes, FL",12059,0,12924,0000,0000,0,15447,0000,0000,0,13988,0000,0000,0,10844,0000,0000,0,10720,0000,0000,0,14723,0000,0000,0,15778,0000,0000,0,18564,0000,0000,0,19927,0000,0000,0,10720,0000,0000
"Indian River, FL",12061,0,6724,0000,0000,0,8957,0000,0000,0,11872,0000,0000,0,25309,0000,0000,0,35992,0000,0000,0,59896,0000,0000,0,90208,0000,0000,0,112947,0000,0000,0,138028,0000,0000,0,35992,0000,0000
"Jackson, FL",12063,0,31969,0000,0000,0,34428,0000,0000,0,34645,0000,0000,0,36208,0000,0000,0,34434,0000,0000,0,39154,0000,0000,0,41375,0000,0000,0,46755,0000,0000,0,49746,0000,0000,0,34434,0000,0000
"Jefferson, FL",12065,0,13408,0000,0000,0,12032,0000,0000,0,10413,0000,0000,0,9543,0000,0000,0,8778,0000,0000,0,10703,0000,0000,0,11296,0000,0000,0,12902,0000,0000,0,14761,0000,0000,0,8778,0000,0000
"Lafayette, FL",12067,0,4361,0000,0000,0,4405,0000,0000,0,3440,0000,0000,0,2889,0000,0000,0,2892,0000,0000,0,4035,0000,0000,0,5578,0000,0000,0,7022,0000,0000,0,8870,0000,0000,0,2892,0000,0000
"Lake, FL",12069,0,23161,0000,0000,0,27255,0000,0000,0,36340,0000,0000,0,57383,0000,0000,0,69305,0000,0000,0,104870,0000,0000,0,152104,0000,0000,0,210528,0000,0000,0,297052,0000,0000,0,69305,0000,0000
"Lee, FL",12071,0,14990,0000,0000,0,17488,0000,0000,0,23404,0000,0000,0,54539,0000,0000,0,105216,0000,0000,0,205266,0000,0000,0,335113,0000,0000,0,440888,0000,0000,0,618754,0000,0000,0,105216,0000,0000
"Leon, FL",12073,0,23476,0000,0000,0,31646,0000,0000,0,51590,0000,0000,0,74225,0000,0000,0,103047,0000,0000,0,148655,0000,0000,0,192493,0000,0000,0,239452,0000,0000,0,275487,0000,0000,0,103047,0000,0000
"Levy, FL",12075,0,12456,0000,0000,0,12550,0000,0000,0,10637,0000,0000,0,10364,0000,0000,0,12756,0000,0000,0,19870,0000,0000,0,25923,0000,0000,0,34450,0000,0000,0,40801,0000,0000,0,12756,0000,0000
"Liberty, FL",12077,0,4067,0000,0000,0,3752,0000,0000,0,3182,0000,0000,0,3138,0000,0000,0,3379,0000,0000,0,4260,0000,0000,0,5569,0000,0000,0,7021,0000,0000,0,8365,0000,0000,0,3379,0000,0000
"Madison, FL",12079,0,15614,0000,0000,0,16190,0000,0000,0,14197,0000,0000,0,14154,0000,0000,0,13481,0000,0000,0,14894,0000,0000,0,16569,0000,0000,0,18733,0000,0000,0,19224,0000,0000,0,13481,0000,0000
"Manatee, FL",12081,0,22502,0000,0000,0,26098,0000,0000,0,34704,0000,0000,0,69168,0000,0000,0,97115,0000,0000,0,148442,0000,0000,0,211707,0000,0000,0,264002,0000,0000,0,322833,0000,0000,0,97115,0000,0000
"Marion, FL",12083,0,29578,0000,0000,0,31243,0000,0000,0,38187,0000,0000,0,51616,0000,0000,0,69030,0000,0000,0,122488,0000,0000,0,194833,0000,0000,0,258916,0000,0000,0,331298,0000,0000,0,69030,0000,0000
"Martin, FL",12085,0,5111,0000,0000,0,6295,0000,0000,0,7807,0000,0000,0,16932,0000,0000,0,28035,0000,0000,0,64014,0000,0000,0,100900,0000,0000,0,126731,0000,0000,0,146318,0000,0000,0,28035,0000,0000
"Miami-Dade, FL",12086,0,142955,0000,0000,0,267739,0000,0000,0,495084,0000,0000,0,935047,0000,0000,0,1267792,0000,0000,0,1625781,0000,0000,0,1937094,0000,0000,0,2253362,0000,0000,0,2496435,0000,0000,0,1267792,0000,0000
"Monroe, FL",12087,0,13624,0000,0000,0,14078,0000,0000,0,29957,0000,0000,0,47921,0000,0000,0,52586,0000,0000,0,63188,0000,0000,0,78024,0000,0000,0,79589,0000,0000,0,73090,0000,0000,0,52586,0000,0000
"Nassau, FL",12089,0,9375,0000,0000,0,10826,0000,0000,0,12811,0000,0000,0,17189,0000,0000,0,20626,0000,0000,0,32894,0000,0000,0,43941,0000,0000,0,57663,0000,0000,0,73314,0000,0000,0,20626,0000,0000
"Okaloosa, FL",12091,0,9897,0000,0000,0,12900,0000,0000,0,27533,0000,0000,0,61175,0000,0000,0,88187,0000,0000,0,109920,0000,0000,0,143776,0000,0000,0,170498,0000,0000,0,180822,0000,0000,0,88187,0000,0000
"Okeechobee, FL",12093,0,4129,0000,0000,0,3000,0000,0000,0,3454,0000,0000,0,6424,0000,0000,0,11233,0000,0000,0,20264,0000,0000,0,29627,0000,0000,0,35910,0000,0000,0,39996,0000,0000,0,11233,0000,0000
"Orange, FL",12095,0,49737,0000,0000,0,70074,0000,0000,0,114950,0000,0000,0,263540,0000,0000,0,344311,0000,0000,0,471016,0000,0000,0,677491,0000,0000,0,896344,0000,0000,0,1145956,0000,0000,0,344311,0000,0000
"Osceola, FL",12097,0,10699,0000,0000,0,10119,0000,0000,0,11406,0000,0000,0,19029,0000,0000,0,25267,0000,0000,0,49287,0000,0000,0,107728,0000,0000,0,172493,0000,0000,0,268685,0000,0000,0,25267,0000,0000
"Palm Beach, FL",12099,0,51781,0000,0000,0,79989,0000,0000,0,114688,0000,0000,0,228106,0000,0000,0,348753,0000,0000,0,576863,0000,0000,0,863518,0000,0000,0,1131184,0000,0000,0,1320134,0000,0000,0,348993,0000,0000
"Pasco, FL",12101,0,10574,0000,0000,0,13981,0000,0000,0,20529,0000,0000,0,36785,0000,0000,0,75955,0000,0000,0,193643,0000,0000,0,281131,0000,0000,0,344765,0000,0000,0,464697,0000,0000,0,75955,0000,0000
"Pinellas, FL",12103,0,62149,0000,0000,0,91852,0000,0000,0,159249,0000,0000,0,374665,0000,0000,0,522329,0000,0000,0,728531,0000,0000,0,851659,0000,0000,0,921482,0000,0000,0,916542,0000,0000,0,522329,0000,0000
"Polk, FL",12105,0,72291,0000,0000,0,86665,0000,0000,0,123997,0000,0000,0,195139,0000,0000,0,227222,0000,0000,0,321652,0000,0000,0,405382,0000,0000,0,483924,0000,0000,0,602095,0000,0000,0,228515,0000,0000
"Putnam, FL",12107,0,18096,0000,0000,0,18698,0000,0000,0,23615,0000,0000,0,32212,0000,0000,0,36290,0000,0000,0,50549,0000,0000,0,65070,0000,0000,0,70423,0000,0000,0,74364,0000,0000,0,36424,0000,0000
"St. Johns, FL",12109,0,18676,0000,0000,0,20012,0000,0000,0,24998,0000,0000,0,30034,0000,0000,0,30727,0000,0000,0,51303,0000,0000,0,83829,0000,0000,0,123135,0000,0000,0,190039,0000,0000,0,31035,0000,0000
"St. Lucie, FL",12111,0,7057,0000,0000,0,11871,0000,0000,0,20180,0000,0000,0,39294,0000,0000,0,50836,0000,0000,0,87182,0000,0000,0,150171,0000,0000,0,192695,0000,0000,0,277789,0000,0000,0,50836,0000,0000
"Santa Rosa, FL",12113,0,14083,0000,0000,0,16085,0000,0000,0,18554,0000,0000,0,29547,0000,0000,0,37741,0000,0000,0,55988,0000,0000,0,81608,0000,0000,0,117743,0000,0000,0,151372,0000,0000,0,37741,0000,0000
"Sarasota, FL",12115,0,12440,0000,0000,0,16106,0000,0000,0,28827,0000,0000,0,76895,0000,0000,0,120413,0000,0000,0,202251,0000,0000,0,277776,0000,0000,0,325957,0000,0000,0,379448,0000,0000,0,120413,0000,0000
"Seminole, FL",12117,0,18735,0000,0000,0,22304,0000,0000,0,26883,0000,0000,0,54947,0000,0000,0,83692,0000,0000,0,179752,0000,0000,0,287529,0000,0000,0,365196,0000,0000,0,422718,0000,0000,0,83692,0000,0000
"Sumter, FL",12119,0,10644,0000,0000,0,11041,0000,0000,0,11330,0000,0000,0,11869,0000,0000,0,14839,0000,0000,0,24272,0000,0000,0,31577,0000,0000,0,53345,0000,0000,0,93420,0000,0000,0,14839,0000,0000
"Suwannee, FL",12121,0,15731,0000,0000,0,17073,0000,0000,0,16986,0000,0000,0,14961,0000,0000,0,15559,0000,0000,0,22287,0000,0000,0,26780,0000,0000,0,34844,0000,0000,0,41551,0000,0000,0,15559,0000,0000
"Taylor, FL",12123,0,13136,0000,0000,0,11565,0000,0000,0,10416,0000,0000,0,13168,0000,0000,0,13641,0000,0000,0,16532,0000,0000,0,17111,0000,0000,0,19256,0000,0000,0,22570,0000,0000,0,13641,0000,0000
"Union, FL",12125,0,7428,0000,0000,0,7094,0000,0000,0,8906,0000,0000,0,6043,0000,0000,0,8112,0000,0000,0,10166,0000,0000,0,10252,0000,0000,0,13442,0000,0000,0,15535,0000,0000,0,8112,0000,0000
"Volusia, FL",12127,0,42757,0000,0000,0,53710,0000,0000,0,74229,0000,0000,0,125319,0000,0000,0,169487,0000,0000,0,258762,0000,0000,0,370712,0000,0000,0,443343,0000,0000,0,494593,0000,0000,0,169487,0000,0000
"Wakulla, FL",12129,0,5468,0000,0000,0,5463,0000,0000,0,5258,0000,0000,0,5257,0000,0000,0,6308,0000,0000,0,10887,0000,0000,0,14202,0000,0000,0,22863,0000,0000,0,30776,0000,0000,0,6308,0000,0000
"Walton, FL",12131,0,14576,0000,0000,0,14246,0000,0000,0,14725,0000,0000,0,15576,0000,0000,0,16087,0000,0000,0,21300,0000,0000,0,27760,0000,0000,0,40601,0000,0000,0,55043,0000,0000,0,16087,0000,0000
"Washington, FL",12133,0,12180,0000,0000,0,12302,0000,0000,0,11888,0000,0000,0,11249,0000,0000,0,11453,0000,0000,0,14509,0000,0000,0,16919,0000,0000,0,20973,0000,0000,0,24896,0000,0000,0,11453,0000,0000
GEORGIA,13000,0,2908506,0000,0000,0,3123723,0000,0000,0,3444578,0000,0000,0,3943116,0000,0000,0,4589575,0000,0000,0,5463105,0000,0000,0,6478216,0000,0000,0,8186453,0000,0000,0,9687653,0000,0000,0,4587930,0000,0000
"Appling, GA",13001,0,13314,0000,0000,0,14497,0000,0000,0,14003,0000,0000,0,13246,0000,0000,0,12726,0000,0000,0,15565,0000,0000,0,15744,0000,0000,0,17419,0000,0000,0,18236,0000,0000,0,12726,0000,0000
"Atkinson, GA",13003,0,6894,0000,0000,0,7093,0000,0000,0,7362,0000,0000,0,6188,0000,0000,0,5879,0000,0000,0,6141,0000,0000,0,6213,0000,0000,0,7609,0000,0000,0,8375,0000,0000,0,5879,0000,0000
"Bacon, GA",13005,0,7055,0000,0000,0,8096,0000,0000,0,8940,0000,0000,0,8359,0000,0000,0,8233,0000,0000,0,9379,0000,0000,0,9566,0000,0000,0,10103,0000,0000,0,11096,0000,0000,0,8233,0000,0000
"Baker, GA",13007,0,7818,0000,0000,0,7344,0000,0000,0,5952,0000,0000,0,4543,0000,0000,0,3875,0000,0000,0,3808,0000,0000,0,3615,0000,0000,0,4074,0000,0000,0,3451,0000,0000,0,3875,0000,0000
"Baldwin, GA",13009,0,22878,0000,0000,0,24190,0000,0000,0,29706,0000,0000,0,34064,0000,0000,0,34240,0000,0000,0,34686,0000,0000,0,39530,0000,0000,0,44700,0000,0000,0,45720,0000,0000,0,34240,0000,0000
"Banks, GA",13011,0,9703,0000,0000,0,8733,0000,0000,0,6935,0000,0000,0,6497,0000,0000,0,6833,0000,0000,0,8702,0000,0000,0,10308,0000,0000,0,14422,0000,0000,0,18395,0000,0000,0,6833,0000,0000
"Barrow, GA",13013,0,12401,0000,0000,0,13064,0000,0000,0,13115,0000,0000,0,14485,0000,0000,0,16859,0000,0000,0,21354,0000,0000,0,29721,0000,0000,0,46144,0000,0000,0,69367,0000,0000,0,16859,0000,0000
"Bartow, GA",13015,0,25364,0000,0000,0,25283,0000,0000,0,27370,0000,0000,0,28267,0000,0000,0,32663,0000,0000,0,40760,0000,0000,0,55911,0000,0000,0,76019,0000,0000,0,100157,0000,0000,0,32911,0000,0000
"Ben Hill, GA",13017,0,13047,0000,0000,0,14523,0000,0000,0,14879,0000,0000,0,13633,0000,0000,0,13171,0000,0000,0,16000,0000,0000,0,16245,0000,0000,0,17484,0000,0000,0,17634,0000,0000,0,13171,0000,0000
"Berrien, GA",13019,0,14646,0000,0000,0,15370,0000,0000,0,13966,0000,0000,0,12038,0000,0000,0,11556,0000,0000,0,13525,0000,0000,0,14153,0000,0000,0,16235,0000,0000,0,19286,0000,0000,0,11556,0000,0000
"Bibb, GA",13021,0,77042,0000,0000,0,83783,0000,0000,0,114079,0000,0000,0,141249,0000,0000,0,143418,0000,0000,0,150256,0000,0000,0,149967,0000,0000,0,153887,0000,0000,0,155547,0000,0000,0,143366,0000,0000
"Bleckley, GA",13023,0,9133,0000,0000,0,9655,0000,0000,0,9218,0000,0000,0,9642,0000,0000,0,10291,0000,0000,0,10767,0000,0000,0,10430,0000,0000,0,11666,0000,0000,0,13063,0000,0000,0,10291,0000,0000
"Brantley, GA",13025,0,6895,0000,0000,0,6871,0000,0000,0,6387,0000,0000,0,5891,0000,0000,0,5940,0000,0000,0,8701,0000,0000,0,11077,0000,0000,0,14629,0000,0000,0,18411,0000,0000,0,5940,0000,0000
"Brooks, GA",13027,0,21330,0000,0000,0,20497,0000,0000,0,18169,0000,0000,0,15292,0000,0000,0,13739,0000,0000,0,15255,0000,0000,0,15398,0000,0000,0,16450,0000,0000,0,16243,0000,0000,0,13743,0000,0000
"Bryan, GA",13029,0,5952,0000,0000,0,6288,0000,0000,0,5965,0000,0000,0,6226,0000,0000,0,6539,0000,0000,0,10175,0000,0000,0,15438,0000,0000,0,23417,0000,0000,0,30233,0000,0000,0,6539,0000,0000
"Bulloch, GA",13031,0,26509,0000,0000,0,26010,0000,0000,0,24740,0000,0000,0,24263,0000,0000,0,31585,0000,0000,0,35785,0000,0000,0,43125,0000,0000,0,55983,0000,0000,0,70217,0000,0000,0,31585,0000,0000
"Burke, GA",13033,0,29224,0000,0000,0,26520,0000,0000,0,23458,0000,0000,0,20596,0000,0000,0,18255,0000,0000,0,19349,0000,0000,0,20579,0000,0000,0,22243,0000,0000,0,23316,0000,0000,0,18255,0000,0000
"Butts, GA",13035,0,9345,0000,0000,0,9182,0000,0000,0,9079,0000,0000,0,8976,0000,0000,0,10560,0000,0000,0,13665,0000,0000,0,15326,0000,0000,0,19522,0000,0000,0,23655,0000,0000,0,10560,0000,0000
"Calhoun, GA",13037,0,10576,0000,0000,0,10438,0000,0000,0,8578,0000,0000,0,7341,0000,0000,0,6606,0000,0000,0,5717,0000,0000,0,5013,0000,0000,0,6320,0000,0000,0,6694,0000,0000,0,6606,0000,0000
"Camden, GA",13039,0,6338,0000,0000,0,5910,0000,0000,0,7322,0000,0000,0,9975,0000,0000,0,11334,0000,0000,0,13371,0000,0000,0,30167,0000,0000,0,43664,0000,0000,0,50513,0000,0000,0,11334,0000,0000
"Candler, GA",13043,0,8991,0000,0000,0,9103,0000,0000,0,8063,0000,0000,0,6672,0000,0000,0,6412,0000,0000,0,7518,0000,0000,0,7744,0000,0000,0,9577,0000,0000,0,10998,0000,0000,0,6412,0000,0000
"Carroll, GA",13045,0,34272,0000,0000,0,34156,0000,0000,0,34112,0000,0000,0,36451,0000,0000,0,45404,0000,0000,0,56346,0000,0000,0,71422,0000,0000,0,87268,0000,0000,0,110527,0000,0000,0,45404,0000,0000
"Catoosa, GA",13047,0,9421,0000,0000,0,12199,0000,0000,0,15146,0000,0000,0,21101,0000,0000,0,28271,0000,0000,0,36991,0000,0000,0,42464,0000,0000,0,53282,0000,0000,0,63942,0000,0000,0,28271,0000,0000
"Charlton, GA",13049,0,4381,0000,0000,0,5256,0000,0000,0,4821,0000,0000,0,5313,0000,0000,0,5680,0000,0000,0,7343,0000,0000,0,8496,0000,0000,0,10282,0000,0000,0,12171,0000,0000,0,5680,0000,0000
"Chatham, GA",13051,0,105431,0000,0000,0,117970,0000,0000,0,151481,0000,0000,0,188299,0000,0000,0,187767,0000,0000,0,202226,0000,0000,0,216935,0000,0000,0,232048,0000,0000,0,265128,0000,0000,0,187816,0000,0000
"Chattahoochee, GA",13053,0,8894,0000,0000,0,15138,0000,0000,0,12149,0000,0000,0,13011,0000,0000,0,25813,0000,0000,0,21732,0000,0000,0,16934,0000,0000,0,14882,0000,0000,0,11267,0000,0000,0,25813,0000,0000
"Chattooga, GA",13055,0,15407,0000,0000,0,18532,0000,0000,0,21197,0000,0000,0,19954,0000,0000,0,20541,0000,0000,0,21856,0000,0000,0,22242,0000,0000,0,25470,0000,0000,0,26015,0000,0000,0,20541,0000,0000
"Cherokee, GA",13057,0,20003,0000,0000,0,20126,0000,0000,0,20750,0000,0000,0,23001,0000,0000,0,31059,0000,0000,0,51699,0000,0000,0,90204,0000,0000,0,141903,0000,0000,0,214346,0000,0000,0,31059,0000,0000
"Clarke, GA",13059,0,25613,0000,0000,0,28398,0000,0000,0,36550,0000,0000,0,45363,0000,0000,0,65177,0000,0000,0,74498,0000,0000,0,87594,0000,0000,0,101489,0000,0000,0,116714,0000,0000,0,65177,0000,0000
"Clay, GA",13061,0,6943,0000,0000,0,7064,0000,0000,0,5844,0000,0000,0,4551,0000,0000,0,3636,0000,0000,0,3553,0000,0000,0,3364,0000,0000,0,3357,0000,0000,0,3183,0000,0000,0,3636,0000,0000
"Clayton, GA",13063,0,10260,0000,0000,0,11655,0000,0000,0,22872,0000,0000,0,46365,0000,0000,0,98043,0000,0000,0,150357,0000,0000,0,182052,0000,0000,0,236517,0000,0000,0,259424,0000,0000,0,98126,0000,0000
"Clinch, GA",13065,0,7015,0000,0000,0,6437,0000,0000,0,6007,0000,0000,0,6545,0000,0000,0,6405,0000,0000,0,6660,0000,0000,0,6160,0000,0000,0,6878,0000,0000,0,6798,0000,0000,0,6405,0000,0000
"Cobb, GA",13067,0,35408,0000,0000,0,38272,0000,0000,0,61830,0000,0000,0,114174,0000,0000,0,196793,0000,0000,0,297718,0000,0000,0,447745,0000,0000,0,607751,0000,0000,0,688078,0000,0000,0,196793,0000,0000
"Coffee, GA",13069,0,19739,0000,0000,0,21541,0000,0000,0,23961,0000,0000,0,21953,0000,0000,0,22828,0000,0000,0,26894,0000,0000,0,29592,0000,0000,0,37413,0000,0000,0,42356,0000,0000,0,22828,0000,0000
"Colquitt, GA",13071,0,30622,0000,0000,0,33012,0000,0000,0,33999,0000,0000,0,34048,0000,0000,0,32200,0000,0000,0,35376,0000,0000,0,36645,0000,0000,0,42053,0000,0000,0,45498,0000,0000,0,32298,0000,0000
"Columbia, GA",13073,0,8793,0000,0000,0,9433,0000,0000,0,9525,0000,0000,0,13423,0000,0000,0,22327,0000,0000,0,40118,0000,0000,0,66031,0000,0000,0,89288,0000,0000,0,124053,0000,0000,0,22327,0000,0000
"Cook, GA",13075,0,11311,0000,0000,0,11919,0000,0000,0,12201,0000,0000,0,11822,0000,0000,0,12129,0000,0000,0,13490,0000,0000,0,13456,0000,0000,0,15771,0000,0000,0,17212,0000,0000,0,12129,0000,0000
"Coweta, GA",13077,0,25127,0000,0000,0,26972,0000,0000,0,27786,0000,0000,0,28893,0000,0000,0,32310,0000,0000,0,39268,0000,0000,0,53853,0000,0000,0,89215,0000,0000,0,127317,0000,0000,0,32310,0000,0000
"Crawford, GA",13079,0,7020,0000,0000,0,7128,0000,0000,0,6080,0000,0000,0,5816,0000,0000,0,5748,0000,0000,0,7684,0000,0000,0,8991,0000,0000,0,12495,0000,0000,0,12630,0000,0000,0,5748,0000,0000
"Crisp, GA",13081,0,17343,0000,0000,0,17540,0000,0000,0,17663,0000,0000,0,17768,0000,0000,0,18087,0000,0000,0,19489,0000,0000,0,20011,0000,0000,0,21996,0000,0000,0,23439,0000,0000,0,18087,0000,0000
"Dade, GA",13083,0,4146,0000,0000,0,5894,0000,0000,0,7364,0000,0000,0,8666,0000,0000,0,9910,0000,0000,0,12318,0000,0000,0,13147,0000,0000,0,15154,0000,0000,0,16633,0000,0000,0,9910,0000,0000
"Dawson, GA",13085,0,3502,0000,0000,0,4479,0000,0000,0,3712,0000,0000,0,3590,0000,0000,0,3639,0000,0000,0,4774,0000,0000,0,9429,0000,0000,0,15999,0000,0000,0,22330,0000,0000,0,3639,0000,0000
"Decatur, GA",13087,0,23622,0000,0000,0,22234,0000,0000,0,23620,0000,0000,0,25203,0000,0000,0,22310,0000,0000,0,25495,0000,0000,0,25511,0000,0000,0,28240,0000,0000,0,27842,0000,0000,0,22310,0000,0000
"DeKalb, GA",13089,0,70278,0000,0000,0,86942,0000,0000,0,136395,0000,0000,0,256782,0000,0000,0,415387,0000,0000,0,483024,0000,0000,0,545837,0000,0000,0,665865,0000,0000,0,691893,0000,0000,0,415387,0000,0000
"Dodge, GA",13091,0,21599,0000,0000,0,21022,0000,0000,0,17865,0000,0000,0,16483,0000,0000,0,15658,0000,0000,0,16955,0000,0000,0,17607,0000,0000,0,19171,0000,0000,0,21796,0000,0000,0,15658,0000,0000
"Dooly, GA",13093,0,18025,0000,0000,0,16886,0000,0000,0,14159,0000,0000,0,11474,0000,0000,0,10404,0000,0000,0,10826,0000,0000,0,9901,0000,0000,0,11525,0000,0000,0,14918,0000,0000,0,10404,0000,0000
"Dougherty, GA",13095,0,22306,0000,0000,0,28565,0000,0000,0,43617,0000,0000,0,75680,0000,0000,0,89639,0000,0000,0,100718,0000,0000,0,96311,0000,0000,0,96065,0000,0000,0,94565,0000,0000,0,89639,0000,0000
"Douglas, GA",13097,0,9461,0000,0000,0,10053,0000,0000,0,12173,0000,0000,0,16741,0000,0000,0,28659,0000,0000,0,54573,0000,0000,0,71120,0000,0000,0,92174,0000,0000,0,132403,0000,0000,0,28659,0000,0000
"Early, GA",13099,0,18273,0000,0000,0,18679,0000,0000,0,17413,0000,0000,0,13151,0000,0000,0,12682,0000,0000,0,13158,0000,0000,0,11854,0000,0000,0,12354,0000,0000,0,11008,0000,0000,0,12682,0000,0000
"Echols, GA",13101,0,2744,0000,0000,0,2964,0000,0000,0,2494,0000,0000,0,1876,0000,0000,0,1924,0000,0000,0,2297,0000,0000,0,2334,0000,0000,0,3754,0000,0000,0,4034,0000,0000,0,1924,0000,0000
"Effingham, GA",13103,0,10164,0000,0000,0,9646,0000,0000,0,9133,0000,0000,0,10144,0000,0000,0,13632,0000,0000,0,18327,0000,0000,0,25687,0000,0000,0,37535,0000,0000,0,52250,0000,0000,0,13632,0000,0000
"Elbert, GA",13105,0,18485,0000,0000,0,19618,0000,0000,0,18585,0000,0000,0,17835,0000,0000,0,17262,0000,0000,0,18758,0000,0000,0,18949,0000,0000,0,20511,0000,0000,0,20166,0000,0000,0,17262,0000,0000
"Emanuel, GA",13107,0,24101,0000,0000,0,23517,0000,0000,0,19789,0000,0000,0,17815,0000,0000,0,18189,0000,0000,0,20795,0000,0000,0,20546,0000,0000,0,21837,0000,0000,0,22598,0000,0000,0,18357,0000,0000
"Evans, GA",13109,0,7102,0000,0000,0,7401,0000,0000,0,6653,0000,0000,0,6952,0000,0000,0,7290,0000,0000,0,8428,0000,0000,0,8724,0000,0000,0,10495,0000,0000,0,11000,0000,0000,0,7290,0000,0000
"Fannin, GA",13111,0,12969,0000,0000,0,14752,0000,0000,0,15192,0000,0000,0,13620,0000,0000,0,13357,0000,0000,0,14748,0000,0000,0,15992,0000,0000,0,19798,0000,0000,0,23682,0000,0000,0,13357,0000,0000
"Fayette, GA",13113,0,8665,0000,0000,0,8170,0000,0000,0,7978,0000,0000,0,8199,0000,0000,0,11364,0000,0000,0,29043,0000,0000,0,62415,0000,0000,0,91263,0000,0000,0,106567,0000,0000,0,11364,0000,0000
"Floyd, GA",13115,0,48667,0000,0000,0,56141,0000,0000,0,62899,0000,0000,0,69130,0000,0000,0,73742,0000,0000,0,79800,0000,0000,0,81251,0000,0000,0,90565,0000,0000,0,96317,0000,0000,0,73742,0000,0000
"Forsyth, GA",13117,0,10624,0000,0000,0,11322,0000,0000,0,11005,0000,0000,0,12170,0000,0000,0,16928,0000,0000,0,27958,0000,0000,0,44083,0000,0000,0,98407,0000,0000,0,175511,0000,0000,0,16928,0000,0000
"Franklin, GA",13119,0,15902,0000,0000,0,15612,0000,0000,0,14446,0000,0000,0,13274,0000,0000,0,12784,0000,0000,0,15185,0000,0000,0,16650,0000,0000,0,20285,0000,0000,0,22084,0000,0000,0,12784,0000,0000
"Fulton, GA",13121,0,335220,0000,0000,0,392886,0000,0000,0,473572,0000,0000,0,556326,0000,0000,0,607592,0000,0000,0,589904,0000,0000,0,648951,0000,0000,0,816006,0000,0000,0,920581,0000,0000,0,605210,0000,0000
"Gilmer, GA",13123,0,7344,0000,0000,0,9001,0000,0000,0,9963,0000,0000,0,8922,0000,0000,0,8956,0000,0000,0,11110,0000,0000,0,13368,0000,0000,0,23456,0000,0000,0,28292,0000,0000,0,8956,0000,0000
"Glascock, GA",13125,0,4388,0000,0000,0,4547,0000,0000,0,3579,0000,0000,0,2672,0000,0000,0,2280,0000,0000,0,2382,0000,0000,0,2357,0000,0000,0,2556,0000,0000,0,3082,0000,0000,0,2280,0000,0000
"Glynn, GA",13127,0,19400,0000,0000,0,21920,0000,0000,0,29046,0000,0000,0,41954,0000,0000,0,50528,0000,0000,0,54981,0000,0000,0,62496,0000,0000,0,67568,0000,0000,0,79626,0000,0000,0,50528,0000,0000
"Gordon, GA",13129,0,16846,0000,0000,0,18445,0000,0000,0,18922,0000,0000,0,19228,0000,0000,0,23570,0000,0000,0,30070,0000,0000,0,35072,0000,0000,0,44104,0000,0000,0,55186,0000,0000,0,23570,0000,0000
"Grady, GA",13131,0,19200,0000,0000,0,19654,0000,0000,0,18928,0000,0000,0,18015,0000,0000,0,17826,0000,0000,0,19845,0000,0000,0,20279,0000,0000,0,23659,0000,0000,0,25011,0000,0000,0,17826,0000,0000
"Greene, GA",13133,0,12616,0000,0000,0,13709,0000,0000,0,12843,0000,0000,0,11193,0000,0000,0,10212,0000,0000,0,11391,0000,0000,0,11793,0000,0000,0,14406,0000,0000,0,15994,0000,0000,0,10212,0000,0000
"Gwinnett, GA",13135,0,27853,0000,0000,0,29087,0000,0000,0,32320,0000,0000,0,43541,0000,0000,0,72349,0000,0000,0,166903,0000,0000,0,352910,0000,0000,0,588448,0000,0000,0,805321,0000,0000,0,72349,0000,0000
"Habersham, GA",13137,0,12748,0000,0000,0,14771,0000,0000,0,16553,0000,0000,0,18116,0000,0000,0,20691,0000,0000,0,25020,0000,0000,0,27621,0000,0000,0,35902,0000,0000,0,43041,0000,0000,0,20691,0000,0000
"Hall, GA",13139,0,30313,0000,0000,0,34822,0000,0000,0,40113,0000,0000,0,49739,0000,0000,0,59405,0000,0000,0,75649,0000,0000,0,95428,0000,0000,0,139277,0000,0000,0,179684,0000,0000,0,59405,0000,0000
